"","Genes","detection_rate","log2_dec_rate"
"630","Fam135a",0.757,-0.401444226676489
"631","Kyat1",0.757,-0.401444226676489
"632","Olfr1033",0.757,-0.401444226676489
"633","Tmem131l",0.756,-0.403351040383744
"634","Rdx",0.756,-0.403351040383744
"635","Hnf4a",0.755,-0.405260377667314
"636","Gpc4",0.755,-0.405260377667314
"637","Chd3",0.755,-0.405260377667314
"638","Kcmf1",0.754,-0.407172245215715
"639","Slco1a1",0.754,-0.407172245215715
"640","Hsp90b1",0.754,-0.407172245215715
"641","Rbm26",0.754,-0.407172245215715
"642","Brwd1",0.754,-0.407172245215715
"643","C1s1",0.753,-0.409086649744092
"644","Fam169b",0.753,-0.409086649744092
"645","Upb1",0.753,-0.409086649744092
"646","Arhgef3",0.753,-0.409086649744092
"647","Zkscan3",0.753,-0.409086649744092
"648","Serpina1c",0.753,-0.409086649744092
"649","Shb",0.752,-0.411003597994354
"650","Ssh2",0.752,-0.411003597994354
"651","Proc",0.752,-0.411003597994354
"652","Lgr4",0.751,-0.412923096735323
"653","Fpgs",0.75,-0.414845152762875
"654","Ece1",0.75,-0.414845152762875
"655","Hnrnpa2b1",0.749,-0.416769772900081
"656","Etfa",0.749,-0.416769772900081
"657","Ncoa1",0.749,-0.416769772900081
"658","C9",0.749,-0.416769772900081
"659","C3",0.749,-0.416769772900081
"660","N4bp2l2",0.748,-0.418696963997358
"661","Zmiz1",0.746,-0.422559086611387
"662","B630019A10Rik",0.746,-0.422559086611387
"663","Tlk1",0.745,-0.424494031967009
"664","Elp4",0.745,-0.424494031967009
"665","Akap9",0.745,-0.424494031967009
"666","Lrrc8d",0.745,-0.424494031967009
"667","Hpn",0.745,-0.424494031967009
"668","Dmgdh",0.745,-0.424494031967009
"669","Ube2r2",0.744,-0.426431575960741
"670","Foxp2",0.744,-0.426431575960741
"671","Znrf1",0.744,-0.426431575960741
"672","Gm21992",0.744,-0.426431575960741
"673","Pnisr",0.743,-0.42837172558193
"674","Rbm33",0.743,-0.42837172558193
"675","Lin52",0.743,-0.42837172558193
"676","Serping1",0.742,-0.43031448784816
"677","Tox",0.742,-0.43031448784816
"678","Cecr2",0.742,-0.43031448784816
"679","Stard10",0.742,-0.43031448784816
"680","Flnb",0.742,-0.43031448784816
"681","Itih3",0.742,-0.43031448784816
"682","Sntg2",0.742,-0.43031448784816
"683","Bach2",0.741,-0.432259869805403
"684","Tlcd2",0.741,-0.432259869805403
"685","Mapk14",0.741,-0.432259869805403
"686","Bcl6",0.739,-0.436158521119672
"687","Pdia5",0.739,-0.436158521119672
"688","Atp9b",0.739,-0.436158521119672
"689","Clk1",0.738,-0.438111804711969
"690","Cgnl1",0.738,-0.438111804711969
"691","Gstz1",0.738,-0.438111804711969
"692","mt-Co1",0.738,-0.438111804711969
"693","Tom1l2",0.737,-0.440067736466128
"694","Gpld1",0.737,-0.440067736466128
"695","Erbin",0.737,-0.440067736466128
"696","Asap1",0.737,-0.440067736466128
"697","Lima1",0.737,-0.440067736466128
"698","Kyat3",0.736,-0.442026323572385
"699","Zfp638",0.736,-0.442026323572385
"700","Mef2a",0.736,-0.442026323572385
"701","Creb3l3",0.736,-0.442026323572385
"702","Usp3",0.736,-0.442026323572385
"703","Eif4g3",0.735,-0.443987573250296
"704","Trim28",0.735,-0.443987573250296
"705","Fcho2",0.735,-0.443987573250296
"706","Hykk",0.733,-0.447918089346892
"707","Elovl2",0.733,-0.447918089346892
"708","Golgb1",0.733,-0.447918089346892
"709","Tle1",0.732,-0.449887370352755
"710","Galm",0.732,-0.449887370352755
"711","Tpk1",0.731,-0.451859343104953
"712","Bhmt",0.731,-0.451859343104953
"713","Ftcd",0.73,-0.45383401497208
"714","Tnrc6c",0.73,-0.45383401497208
"715","Met",0.729,-0.455811393353029
"716","Me1",0.729,-0.455811393353029
"717","Vps13a",0.729,-0.455811393353029
"718","Rnf217",0.728,-0.45779148567716
"719","Clint1",0.728,-0.45779148567716
"720","Jarid2",0.728,-0.45779148567716
"721","Lcorl",0.727,-0.459774299404461
"722","Sbf2",0.727,-0.459774299404461
"723","Med13",0.727,-0.459774299404461
"724","Gramd3",0.727,-0.459774299404461
"725","Gapvd1",0.726,-0.461759842025724
"726","Rsrc1",0.726,-0.461759842025724
"727","Ankrd28",0.726,-0.461759842025724
"728","mt-Co3",0.726,-0.461759842025724
"729","Gatad2b",0.725,-0.463748121062711
"730","Kcnq1ot1",0.725,-0.463748121062711
"731","Lrrfip2",0.725,-0.463748121062711
"732","Afdn",0.725,-0.463748121062711
"733","Rmnd5a",0.724,-0.465739144068326
"734","Rnf43",0.724,-0.465739144068326
"735","Uri1",0.723,-0.467732918626786
"736","Acaa2",0.723,-0.467732918626786
"737","Nbeal1",0.722,-0.469729452353796
"738","Apbb2",0.722,-0.469729452353796
"739","Tacc1",0.722,-0.469729452353796
"740","Slc17a2",0.722,-0.469729452353796
"741","Cux1",0.721,-0.471728752896724
"742","Mical3",0.721,-0.471728752896724
"743","Zfp609",0.721,-0.471728752896724
"744","Lrp6",0.72,-0.473730827934772
"745","Tef",0.72,-0.473730827934772
"746","Arg1",0.719,-0.47573568517916
"747","Rock2",0.719,-0.47573568517916
"748","Nsmce2",0.719,-0.47573568517916
"749","Tcf4",0.718,-0.477743332373299
"750","Pds5a",0.717,-0.479753777292973
"751","C4b",0.717,-0.479753777292973
"752","Svil",0.717,-0.479753777292973
"753","Dpp4",0.716,-0.481767027746517
"754","Usp47",0.716,-0.481767027746517
"755","C6",0.716,-0.481767027746517
"756","G6pc",0.715,-0.483783091575003
"757","Rbm5",0.714,-0.485801976652419
"758","Arid2",0.714,-0.485801976652419
"759","Mup20",0.713,-0.487823690885859
"760","Ctnna1",0.713,-0.487823690885859
"761","Pcsk5",0.713,-0.487823690885859
"762","Gpatch2",0.712,-0.489848242215701
"763","Tsc22d2",0.712,-0.489848242215701
"764","Aldh1l1",0.712,-0.489848242215701
"765","Ppp2r3a",0.712,-0.489848242215701
"766","Ddc",0.712,-0.489848242215701
"767","Pum2",0.712,-0.489848242215701
"768","Slc16a12",0.712,-0.489848242215701
"769","Chp1",0.711,-0.491875638615801
"770","Fubp1",0.711,-0.491875638615801
"771","Sec31a",0.711,-0.491875638615801
"772","Cyp2d9",0.711,-0.491875638615801
"773","Gckr",0.71,-0.493905888093679
"774","Gm48633",0.71,-0.493905888093679
"775","Usp9x",0.709,-0.495938998690707
"776","Raf1",0.709,-0.495938998690707
"777","Papd5",0.709,-0.495938998690707
"778","Jak1",0.708,-0.497974978482305
"779","Tex2",0.708,-0.497974978482305
"780","H2-K1",0.708,-0.497974978482305
"781","Ube2d3",0.706,-0.502055578122257
"782","Tacc2",0.706,-0.502055578122257
"783","Ccnl1",0.705,-0.504100214293411
"784","Masp2",0.705,-0.504100214293411
"785","Babam2",0.705,-0.504100214293411
"786","St3gal5",0.705,-0.504100214293411
"787","Bclaf1",0.704,-0.506147752305123
"788","Mtmr3",0.704,-0.506147752305123
"789","Ldlr",0.703,-0.508198200405949
"790","Enpp2",0.703,-0.508198200405949
"791","Tshz2",0.702,-0.510251566879665
"792","Gjb1",0.702,-0.510251566879665
"793","Fus",0.702,-0.510251566879665
"794","Stat3",0.702,-0.510251566879665
"795","Hjurp",0.701,-0.512307860045468
"796","Stag2",0.701,-0.512307860045468
"797","Arnt",0.701,-0.512307860045468
"798","Pcgf5",0.701,-0.512307860045468
"799","Atad2b",0.699,-0.516429259908445
"800","Trio",0.699,-0.516429259908445
"801","Bcar3",0.698,-0.518494383422945
"802","Mycbp2",0.698,-0.518494383422945
"803","Itih2",0.697,-0.520562467264597
"804","Pcsk6",0.697,-0.520562467264597
"805","Marf1",0.697,-0.520562467264597
"806","Eif4g1",0.697,-0.520562467264597
"807","Gna12",0.696,-0.522633519932765
"808","Rcl1",0.696,-0.522633519932765
"809","Tbl1x",0.695,-0.524707549963471
"810","4932438A13Rik",0.695,-0.524707549963471
"811","Vgll4",0.695,-0.524707549963471
"812","Zfp207",0.695,-0.524707549963471
"813","Oaf",0.694,-0.526784565929603
"814","Zfyve1",0.693,-0.528864576441129
"815","Maob",0.692,-0.530947590145311
"816","5031425E22Rik",0.691,-0.533033615726921
"817","Fmo1",0.69,-0.535122661908459
"818","Ttpa",0.69,-0.535122661908459
"819","Herpud1",0.69,-0.535122661908459
"820","Ccs",0.69,-0.535122661908459
"821","Sirt3",0.689,-0.53721473745037
"822","Sdc4",0.688,-0.539309851151265
"823","Aspg",0.688,-0.539309851151265
"824","Txndc11",0.688,-0.539309851151265
"825","Aox1",0.687,-0.541408011848144
"826","Spata13",0.687,-0.541408011848144
"827","Larp1",0.687,-0.541408011848144
"828","Atxn7l1",0.687,-0.541408011848144
"829","9930021J03Rik",0.687,-0.541408011848144
"830","Sltm",0.686,-0.543509228416621
"831","Slc25a47",0.686,-0.543509228416621
"832","Mia3",0.685,-0.545613509771143
"833","Cstf3",0.685,-0.545613509771143
"834","Pon1",0.685,-0.545613509771143
"835","Arrdc3",0.685,-0.545613509771143
"836","Wdr7",0.685,-0.545613509771143
"837","Pxmp4",0.684,-0.547720864865224
"838","Rad23b",0.684,-0.547720864865224
"839","Dtnb",0.684,-0.547720864865224
"840","Dmxl1",0.684,-0.547720864865224
"841","Enox2",0.683,-0.549831302691671
"842","Ptbp3",0.683,-0.549831302691671
"843","Cnot1",0.683,-0.549831302691671
"844","Golga4",0.683,-0.549831302691671
"845","5730522E02Rik",0.683,-0.549831302691671
"846","Rffl",0.683,-0.549831302691671
"847","Sipa1l1",0.683,-0.549831302691671
"848","Atl3",0.683,-0.549831302691671
"849","Tnks2",0.683,-0.549831302691671
"850","Cers6",0.682,-0.551944832282812
"851","Fbxl20",0.682,-0.551944832282812
"852","Marc2",0.681,-0.554061462710734
"853","Fign",0.681,-0.554061462710734
"854","Zcchc11",0.681,-0.554061462710734
"855","Cep85",0.681,-0.554061462710734
"856","Gng12",0.681,-0.554061462710734
"857","Wbp1l",0.681,-0.554061462710734
"858","Ubxn4",0.68,-0.556181203087507
"859","Kat6b",0.68,-0.556181203087507
"860","Rai14",0.68,-0.556181203087507
"861","Zbtb44",0.679,-0.55830406256543
"862","Rptor",0.678,-0.560430050337261
"863","Cept1",0.677,-0.562559175636457
"864","Arhgap29",0.677,-0.562559175636457
"865","Ppp4r3a",0.677,-0.562559175636457
"866","Pter",0.676,-0.564691447737418
"867","Sec24d",0.676,-0.564691447737418
"868","Dcaf5",0.676,-0.564691447737418
"869","Nfe2l2",0.675,-0.566826875955724
"870","Zfp644",0.675,-0.566826875955724
"871","Gch1",0.675,-0.566826875955724
"872","Herc1",0.675,-0.566826875955724
"873","Zfp280d",0.675,-0.566826875955724
"874","Pias1",0.674,-0.568965469648386
"875","Trip4",0.674,-0.568965469648386
"876","Aff4",0.674,-0.568965469648386
"877","Abca8a",0.674,-0.568965469648386
"878","Glyat",0.674,-0.568965469648386
"879","Tbl1xr1",0.673,-0.571107238214084
"880","Usp15",0.673,-0.571107238214084
"881","Csnk1g3",0.673,-0.571107238214084
"882","Hsd17b12",0.672,-0.573252191093423
"883","Golim4",0.672,-0.573252191093423
"884","Ube4b",0.672,-0.573252191093423
"885","Zfp445",0.672,-0.573252191093423
"886","Ass1",0.671,-0.575400337769174
"887","Pbld2",0.671,-0.575400337769174
"888","Rin2",0.67,-0.577551687766536
"889","Arhgap35",0.67,-0.577551687766536
"890","Trak1",0.67,-0.577551687766536
"891","Tlk2",0.67,-0.577551687766536
"892","Ranbp9",0.67,-0.577551687766536
"893","Scaf8",0.67,-0.577551687766536
"894","Hivep2",0.669,-0.579706250653378
"895","Fam35a",0.669,-0.579706250653378
"896","Mthfd1",0.669,-0.579706250653378
"897","Hrg",0.669,-0.579706250653378
"898","Cyp2c70",0.669,-0.579706250653378
"899","Cdc42bpa",0.668,-0.581864036040503
"900","Cyp3a11",0.668,-0.581864036040503
"901","Bckdha",0.668,-0.581864036040503
"902","Ccny",0.668,-0.581864036040503
"903","Ccar1",0.667,-0.584025053581903
"904","Bhmt2",0.667,-0.584025053581903
"905","Kif21a",0.667,-0.584025053581903
"906","Dym",0.667,-0.584025053581903
"907","Sfmbt1",0.666,-0.586189312975015
"908","Rxra",0.665,-0.588356823960986
"909","Sgms2",0.665,-0.588356823960986
"910","Fam208a",0.665,-0.588356823960986
"911","Fam222b",0.665,-0.588356823960986
"912","Adtrp",0.665,-0.588356823960986
"913","Ubr2",0.665,-0.588356823960986
"914","Cyp7a1",0.664,-0.590527596324933
"915","Chpt1",0.664,-0.590527596324933
"916","Prpf4b",0.664,-0.590527596324933
"917","Necab1",0.663,-0.592701639896212
"918","Zmym2",0.663,-0.592701639896212
"919","Stxbp6",0.662,-0.594878964548679
"920","Dis3l2",0.661,-0.597059580200967
"921","Smyd3",0.661,-0.597059580200967
"922","Uhrf1bp1l",0.661,-0.597059580200967
"923","Farp1",0.661,-0.597059580200967
"924","Itpr2",0.66,-0.599243496816749
"925","Rnf111",0.66,-0.599243496816749
"926","Esrrg",0.659,-0.601430724405017
"927","Them7",0.659,-0.601430724405017
"928","Akap1",0.659,-0.601430724405017
"929","Cobl",0.658,-0.603621273020354
"930","Taco1",0.658,-0.603621273020354
"931","Scd1",0.658,-0.603621273020354
"932","Acsm5",0.657,-0.605815152763215
"933","Snx13",0.657,-0.605815152763215
"934","2900026A02Rik",0.656,-0.6080123737802
"935","Dennd4a",0.656,-0.6080123737802
"936","Rb1cc1",0.655,-0.610212946264342
"937","Bbox1",0.655,-0.610212946264342
"938","Asxl1",0.655,-0.610212946264342
"939","Acss2",0.654,-0.612416880455389
"940","Prkaa2",0.654,-0.612416880455389
"941","Phactr4",0.654,-0.612416880455389
"942","Elovl5",0.654,-0.612416880455389
"943","Clk4",0.654,-0.612416880455389
"944","Csnk1a1",0.654,-0.612416880455389
"945","Agap1",0.653,-0.614624186640087
"946","Top1",0.653,-0.614624186640087
"947","Cyp4f15",0.653,-0.614624186640087
"948","Fgd4",0.652,-0.61683487515247
"949","Abi1",0.651,-0.619048956374153
"950","Palmd",0.651,-0.619048956374153
"951","Nufip2",0.651,-0.619048956374153
"952","Rev3l",0.65,-0.62126644073462
"953","Fndc3b",0.649,-0.623487338711521
"954","Nfyc",0.649,-0.623487338711521
"955","Apoc3",0.649,-0.623487338711521
"956","Ogdh",0.649,-0.623487338711521
"957","D17Wsu92e",0.649,-0.623487338711521
"958","Cd302",0.648,-0.625711660830969
"959","Hdac8",0.648,-0.625711660830969
"960","Yap1",0.648,-0.625711660830969
"961","Srr",0.648,-0.625711660830969
"962","Sec16b",0.647,-0.627939417667839
"963","Cdk17",0.647,-0.627939417667839
"964","Zbtb16",0.647,-0.627939417667839
"965","Rasal2",0.646,-0.630170619846071
"966","Cbfa2t2",0.646,-0.630170619846071
"967","Il6ra",0.646,-0.630170619846071
"968","Mafg",0.646,-0.630170619846071
"969","Thoc2",0.645,-0.632405278038971
"970","Srsf4",0.645,-0.632405278038971
"971","Zfc3h1",0.645,-0.632405278038971
"972","Large1",0.645,-0.632405278038971
"973","Slc12a7",0.645,-0.632405278038971
"974","Cyp2c29",0.645,-0.632405278038971
"975","Fah",0.644,-0.63464340296952
"976","Senp6",0.643,-0.636885005410682
"977","Btbd7",0.643,-0.636885005410682
"978","Cdh18",0.642,-0.639130096185714
"979","Nr1i2",0.642,-0.639130096185714
"980","Chka",0.642,-0.639130096185714
"981","Col4a3bp",0.641,-0.641378686168482
"982","Diaph1",0.641,-0.641378686168482
"983","Cpeb2",0.64,-0.643630786283775
"984","Stim2",0.64,-0.643630786283775
"985","Trappc9",0.64,-0.643630786283775
"986","Hacd2",0.64,-0.643630786283775
"987","Hamp",0.639,-0.645886407507623
"988","Arhgap6",0.638,-0.648145560867621
"989","Nhsl1",0.638,-0.648145560867621
"990","Mark3",0.638,-0.648145560867621
"991","Pecr",0.637,-0.650408257443248
"992","Nos1ap",0.637,-0.650408257443248
"993","Fam107b",0.637,-0.650408257443248
"994","Dmd",0.637,-0.650408257443248
"995","Med13l",0.637,-0.650408257443248
"996","Pde8a",0.637,-0.650408257443248
"997","Bmpr1a",0.637,-0.650408257443248
"998","Dock5",0.636,-0.652674508366198
"999","Lnpep",0.636,-0.652674508366198
"1000","2310035C23Rik",0.635,-0.654944324820704
"1001","Abcb7",0.634,-0.657217718043872
"1002","Fads2",0.634,-0.657217718043872
"1003","Scfd2",0.633,-0.659494699326015
"1004","Rdh7",0.633,-0.659494699326015
"1005","Tnks",0.633,-0.659494699326015
"1006","Aplp2",0.633,-0.659494699326015
"1007","Setd2",0.633,-0.659494699326015
"1008","Ccdc141",0.632,-0.661775280010987
"1009","Zfp292",0.632,-0.661775280010987
"1010","Zhx2",0.632,-0.661775280010987
"1011","Mpp6",0.631,-0.664059471496524
"1012","Abat",0.631,-0.664059471496524
"1013","Snx24",0.631,-0.664059471496524
"1014","Dgat2",0.63,-0.666347285234586
"1015","Lcp1",0.63,-0.666347285234586
"1016","Sel1l",0.63,-0.666347285234586
"1017","Cnot2",0.629,-0.668638732731701
"1018","Ap1g1",0.629,-0.668638732731701
"1019","Myo18a",0.629,-0.668638732731701
"1020","Pygl",0.629,-0.668638732731701
"1021","Cpped1",0.628,-0.670933825549309
"1022","Dyrk1a",0.628,-0.670933825549309
"1023","Fbxo11",0.628,-0.670933825549309
"1024","Epb41l5",0.627,-0.67323257530412
"1025","Sardh",0.627,-0.67323257530412
"1026","Tmem245",0.627,-0.67323257530412
"1027","Clpx",0.627,-0.67323257530412
"1028","Rabgap1",0.626,-0.675534993668458
"1029","Ino80",0.626,-0.675534993668458
"1030","Sec14l2",0.626,-0.675534993668458
"1031","Fads6",0.625,-0.677841092370622
"1032","Rnf152",0.624,-0.680150883195244
"1033","Sppl3",0.624,-0.680150883195244
"1034","Arhgap32",0.624,-0.680150883195244
"1035","Cyp2d26",0.624,-0.680150883195244
"1036","Usp6nl",0.623,-0.682464377983646
"1037","Etl4",0.623,-0.682464377983646
"1038","Fgg",0.623,-0.682464377983646
"1039","Map4k3",0.623,-0.682464377983646
"1040","Acvr1",0.622,-0.68478158863421
"1041","Tnpo1",0.622,-0.68478158863421
"1042","Kcnn2",0.622,-0.68478158863421
"1043","Abtb2",0.621,-0.687102527102743
"1044","Chdh",0.621,-0.687102527102743
"1045","Abca8b",0.621,-0.687102527102743
"1046","Ldah",0.621,-0.687102527102743
"1047","Masp1",0.621,-0.687102527102743
"1048","Xdh",0.621,-0.687102527102743
"1049","Srgap2",0.62,-0.689427205402846
"1050","Cop1",0.62,-0.689427205402846
"1051","Ahcyl2",0.62,-0.689427205402846
"1052","Serpina1b",0.62,-0.689427205402846
"1053","Car8",0.619,-0.691755635606287
"1054","Kdm5a",0.619,-0.691755635606287
"1055","Slc47a1",0.619,-0.691755635606287
"1056","Taok1",0.619,-0.691755635606287
"1057","Cep350",0.618,-0.694087829843379
"1058","Prrc2c",0.618,-0.694087829843379
"1059","Nckap1",0.618,-0.694087829843379
"1060","Nadk2",0.618,-0.694087829843379
"1061","Rida",0.618,-0.694087829843379
"1062","Baz1b",0.617,-0.696423800303359
"1063","Stat2",0.617,-0.696423800303359
"1064","Ints6",0.617,-0.696423800303359
"1065","Fam126b",0.616,-0.698763559234768
"1066","Ndfip1",0.616,-0.698763559234768
"1067","Fga",0.615,-0.701107118945839
"1068","Igsf5",0.615,-0.701107118945839
"1069","Sf3b1",0.614,-0.703454491804883
"1070","Als2",0.613,-0.705805690240682
"1071","Kmo",0.613,-0.705805690240682
"1072","Brap",0.613,-0.705805690240682
"1073","Pqlc1",0.613,-0.705805690240682
"1074","Palld",0.612,-0.708160726742886
"1075","Fermt2",0.612,-0.708160726742886
"1076","Trip11",0.612,-0.708160726742886
"1077","Rock1",0.612,-0.708160726742886
"1078","Zfp950",0.612,-0.708160726742886
"1079","Nrf1",0.611,-0.710519613862405
"1080","Baat",0.61,-0.712882364211819
"1081","Gys2",0.61,-0.712882364211819
"1082","Syne2",0.61,-0.712882364211819
"1083","Akap8l",0.61,-0.712882364211819
"1084","Cacul1",0.61,-0.712882364211819
"1085","Tax1bp1",0.608,-0.717619505361394
"1086","Ppp1r3b",0.608,-0.717619505361394
"1087","Hp",0.608,-0.717619505361394
"1088","Akr1c14",0.608,-0.717619505361394
"1089","Ncoa6",0.607,-0.719993921698695
"1090","Prpf38b",0.607,-0.719993921698695
"1091","Ranbp2",0.607,-0.719993921698695
"1092","Itm2b",0.607,-0.719993921698695
"1093","Canx",0.607,-0.719993921698695
"1094","Luc7l3",0.607,-0.719993921698695
"1095","Rnf13",0.606,-0.722372252340995
"1096","Klhdc10",0.606,-0.722372252340995
"1097","Myo10",0.606,-0.722372252340995
"1098","Atp8b1",0.605,-0.724754510215332
"1099","B4galt1",0.604,-0.72714070831289
"1100","Ido2",0.604,-0.72714070831289
"1101","Dusp16",0.603,-0.729530859689422
"1102","Mgmt",0.603,-0.729530859689422
"1103","Haao",0.603,-0.729530859689422
"1104","Cd1d1",0.602,-0.731924977465676
"1105","Gne",0.602,-0.731924977465676
"1106","Prdx1",0.601,-0.734323074827831
"1107","Pias2",0.601,-0.734323074827831
"1108","mt-Co2",0.601,-0.734323074827831
"1109","Tec",0.6,-0.73672516502793
"1110","Ssbp3",0.599,-0.739131261384321
"1111","Cdk6",0.599,-0.739131261384321
"1112","Nox4",0.599,-0.739131261384321
"1113","Usp32",0.599,-0.739131261384321
"1114","Mbtd1",0.599,-0.739131261384321
"1115","Shroom2",0.598,-0.741541377282099
"1116","Cth",0.598,-0.741541377282099
"1117","Pnpla8",0.598,-0.741541377282099
"1118","Gm36264",0.597,-0.743955526173555
"1119","Hnrnpm",0.597,-0.743955526173555
"1120","Myo5b",0.597,-0.743955526173555
"1121","Ppm1l",0.596,-0.746373721578623
"1122","Sash1",0.596,-0.746373721578623
"1123","BC005537",0.596,-0.746373721578623
"1124","Ptk2",0.596,-0.746373721578623
"1125","Cog5",0.595,-0.748795977085337
"1126","Mdm4",0.594,-0.751222306350288
"1127","Fbxo3",0.594,-0.751222306350288
"1128","Arid1a",0.594,-0.751222306350288
"1129","Ylpm1",0.594,-0.751222306350288
"1130","Sgms1",0.594,-0.751222306350288
"1131","Ccnt2",0.593,-0.753652723099085
"1132","Cyp3a13",0.593,-0.753652723099085
"1133","Cul1",0.593,-0.753652723099085
"1134","Acss3",0.593,-0.753652723099085
"1135","Nr1d2",0.593,-0.753652723099085
"1136","Fbxo8",0.592,-0.756087241126826
"1137","Nipsnap1",0.592,-0.756087241126826
"1138","Tapt1",0.591,-0.758525874298559
"1139","Tmem150a",0.591,-0.758525874298559
"1140","Dock1",0.591,-0.758525874298559
"1141","Zfp395",0.591,-0.758525874298559
"1142","Tmbim6",0.591,-0.758525874298559
"1143","Tor1aip1",0.59,-0.760968636549763
"1144","Glg1",0.59,-0.760968636549763
